cleaned_posts,pred_sentiment,pred_sentiment_score,state,city,tests,devices,avg_d_mbps,avg_u_mbps,avg_lat_ms,clusters,cluster_category,date_col
Astro in Sungai Buloh has been performing really well Fast stable and no drops in connection,positive,0.9595394730567932,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,12/3/2024
Maxis in George Town has been fantastic today Everythings running smoothly Im very happy with the service,positive,0.9926793575286864,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,6/3/2024
Unifi in Rawang has been surprisingly good No issues at all today just smooth sailing,positive,0.9879468083381652,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,7/3/2024
TIME in Shah Alam is working so well today Downloads are super fast and no buffering during streaming,positive,0.9852929711341858,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,10/3/2024
Maxis in Kajang has b een flawless Everythings loading super fast and Ive had no issues all day,positive,0.983516514,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,0.0,good speed / reliable connection,5/3/2024
Unifi in Sungai Buloh is really holding up today Stable connection with great speeds,positive,0.9892722368240356,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,5/3/2024
Maxis in Penang is running smoothly  today Fast reliable and no interruptions Great job,positive,0.9904997944831848,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,8/3/2024
Unifi in Balik Pulau is performing perfectly today No buffering or lag its been fantastic,positive,0.9915006160736084,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,14/3/2024
Astro in Shah Alam has been smooth all day Streaming and browsing without any hiccups,positive,0.9565561413764954,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,9/3/2024
Unifi in Petaling Jaya is working flawlessly Everythings loading insta ntly no slowdowns or issues,positive,0.9830030798912048,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,11/3/2024
TIME in George Town has been super reliable today My connection hasnt dropped once,positive,0.9790265560150146,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,10/3/2024
Maxis in Sungai Buloh is topnotch today No interruptions and everythings loading in a snap,positive,0.938839077949524,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,11/3/2024
Astro in Penang is performing great Pages are loading fast and I havent  had any issues all day,positive,0.983693778514862,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,6/3/2024
Maxis in Rawang is surprisingly fast today Its been running smoothly for hours now,positive,0.9864354729652404,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,11/3/2024
Maxis in Shah Alam has been super fast today Havent experienced any slowdowns or drops its been great,positive,0.9902833700180054,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,9/3/2024
TIME in Sungai Buloh is working like a charm today Fast and reliable all day long,positive,0.9803511500358582,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,9/3/2024
Astro in George Town is performing way better than expected Havent had any issues all day,positive,0.9871095418930054,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,10/3/2024
Maxis in Kajang has been perfect No interruptions no lag just fast and reliable connection,positive,0.9879558682441713,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,0.0,good speed / reliable connection,7/3/2024
TIME in Shah Alam is performing flawlessly today No buffering no slowdowns just smooth connection,positive,0.9860070943832396,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,6/3/2024
Maxis in Penang is running so well today Havent had any issues with speed or stability loving it,positive,0.991638481616974,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,13/3/2024
Unifi in Balik Pulau is impressively fast today Everythings working so well no complaints here,positive,0.9914809465408324,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,5/3/2024
Maxis in Petaling Jaya is super reliable today No lag or interruptions just fast  and stable,positive,0.9850360155105592,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,7/3/2024
Unifi in Shah Alam is running so smoothly today Downloads are fast and no buffering during streaming,positive,0.9822531342506408,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,11/3/2024
TIME in Rawang is working really well Speeds are fast and I havent had any interruptions all day,positive,0.9874793887138368,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,13/3/2024
Astro in Sungai Buloh has been fast and reliable all day Loving how smooth everythings been,positive,0.988660455,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,13/3/2024
Unifi in George Town is surprisingly smooth  today Im really  impressed with the connection,positive,0.9913023710250854,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,9/3/2024
TIME in Penang is performing flawlessly today No interruptions or slowdowns just perfect connection,positive,0.990183651447296,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,6/3/2024
Astro in Kajang is impressively fast today Everything is loading in seco nds no interruptions,positive,0.9662235379219056,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,0.0,good speed / reliable connection,6/3/2024
Maxis in Shah Alam is giving me super fast speeds today Really enjoying the service right now,positive,0.9925838708877563,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,6/3/2024
Unifi in Sungai Buloh is flawless today No buffering no slowdowns  just smooth and fast connection,positive,0.9808409810066224,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,12/3/2024
Astro in Balik Pulau is impressively reliable today Loving how well everything is working,positive,0.9921034574508668,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,0.0,good speed / reliable connection,8/3/2024
Maxis in Penang is super fast and reliable today Im really happy with the service,positive,0.992557406425476,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,10/3/2024
Unifi in Petaling Jaya is running perfectly today Havent experienced any issues with the speed o r connection,positive,0.9746530652046204,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,9/3/2024
Astro in George Town is surprisingly smooth today Everythings working so well no complaints at all,positive,0.9921872615814208,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,12/3/2024
Unifi in Shah Alam has been super fast and reliable all day Really enjoying the service,positive,0.9925392270088196,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,13/3/2024
TIME in Sungai Buloh is impressively fast today Everything is working perfectly no slowdowns at all,positive,0.9863264560699464,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,10/3/2024
TIME in Petaling Jaya is performing so well today Havent experienced any slowdowns or interruptions,positive,0.9810617566108704,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,7/3/2024
Maxis in Rawang is impressively fast today Loving the smooth connection no complaints,positive,0.9917522072792052,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,13/3/2024
Unifi in Penang is working perfectly today Havent had any interruptions or slowdowns its been great,positive,0.9912173748016356,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,1.0,slow speed,11/3/2024
TIME in George Town is running flawlessly today Speeds are fast and no buffering at all,positive,0.9842774868011476,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,10/3/2024
Maxis in Kajang is super fast today Loving how smooth the connection is,positive,0.9910057783126832,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,0.0,good speed / reliable connection,8/3/2024
TIME in Shah Alam is super reliable today Havent had an y interruptions just fast and stable connection,positive,0.9845407605171204,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,8/3/2024
Astro in Balik Pulau is working really well No slowdowns no drops everythings  running smoothly,positive,0.9840065836906432,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,0.0,good speed / reliable connection,13/3/2024
TIME in Sungai Buloh is impressively fast today Everything is working perfectly really pleased,positive,0.9921627640724182,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,11/3/2024
Astro in Shah Alam is running super well today Havent had a single issue  with the connection,positive,0.9820788502693176,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,9/3/2024
Maxis in Penang is giving me excellent speeds today Havent experienced this smooth of a con nection in ages,positive,0.9892248511314392,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,9/3/2024
TIME in Petaling Jaya is surprisingly smooth today Ever ythings working so well no complaints at all,positive,0.9903557300567628,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,11/3/2024
Maxis in Rawang is super fast and reliable today Havent experienced any issues just smooth sailing,positive,0.9881026148796082,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,11/3/2024
Unifi  in  Sungai Buloh is impressively fast today Everything is running perfectly no slowdowns at all,positive,0.98666512966156,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,12/3/2024
TIME in George Town is running so smoothly today Fast speeds no buffering really impressed,positive,0.9881718754768372,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,9/3/2024
Maxis in Balik Pulau is running flawlessly today Havent had this good of a connection in a while,positive,0.9881508350372314,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,0.0,good speed / reliable connection,7/3/2024
Unifi in P enang is working perfectly today Fast speeds no interruptions really happy with the service,positive,0.9913533329963684,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,0.0,good speed / reliable connection,14/3/2024
Astro in Shah Alam is performing so well today Everythings just running smoothl y no complaints at all,positive,0.9909349083900452,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,0.0,good speed / reliable connection,7/3/2024
Astro in Sungai Buloh is impressively reliable today Everythings running smoothly no issues whatsoever,positive,0.9839037656784058,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,13/3/2024
Maxis in Kajang is running perfectly today Fast speeds no buffering j ust a flawless experience,positive,0.9915297031402588,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,0.0,good speed / reliable connection,13/3/2024
Astro can someone check why the internet is so slow in Wangsa Maju Its been bad for days,negative,0.9723768830299376,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,6/3/2024
Internet for whole area in Termin al BTS is down Unifi please check,negative,0.7214778065681458,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,14/3/2024
TIME internet in Tanjung Bungah seems a bit weaker today Anyone else,negative,0.9397551417350768,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,10/3/2024
TIME in Tanjung Bungah is barely working today Can someone please fix this,negative,0.9594558477401732,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,9/3/2024
TIME in Tanjung Bungah is performing well today Speeds are much faster,positive,0.9745201468467712,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,7/3/2024
Astro in Tanjung Bungah is a lright but it doesnt feel as quick as last week Could be a peak hour thing,neutral,0.8826135396957397,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,9/3/2024
Maxis in Tanjung Bungah is functional though Ive noticed some small dips in connection speed,neutral,0.9199896454811096,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,6/3/2024
Astro in Tanjung Bungah is basically unusable today Whats going on,negative,0.9691052436828612,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,7/3/2024
Unifi in Tanjung Bungah is sup er fast today Great work team,positive,0.9895389676094056,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,6/3/2024
Maxis in Tanjung Bungah has been rock solid all day Thanks for keeping it stable,positive,0.98562753200531,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,6/3/2024
Maxis in Tanjung Bungah seems to be fine but the connection feels a bit inconsistent today,negative,0.905003309249878,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,14/3/2024
TIME in Tanjung Bungah is  fine but Ive noticed some minor interruptions Hopefully it doesnt last long,neutral,0.8278669714927673,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,13/3/2024
Maxis in Tanjung Bungah is working f ine but the speed isnt as consistent as Id like it to be,neutral,0.5034817457199097,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,6/3/2024
Astro in Tanjung Bungah has been terrible all week Im  seriously considering switching providers,negative,0.9813687801361084,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,12/3/2024
Unifi in Tanjung Bungah has been out for hours now Im losing patience with this,negative,0.978513241,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,7/3/2024
Unifi in Tanjung Bungah is practically unusable today Im seriously fed up,negative,0.9816106557846068,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,8/3/2024
Astro in Tanjung Bungah has been really consistent No interruptions and great  speeds throughout the day,positive,0.9720070958137512,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,8/3/2024
Unifi in Tanjung Bungah is so fast today Loving the smooth experience no complaints at all,positive,0.991004467,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,7/3/2024
Maxis in T anjung Bungah is really fast today Everythings working great no complaints at all,positive,0.9921448826789856,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,5/3/2024
Maxis in Tanjung Bungah is topnotch today Havent had a single issue with the connection,positive,0.9813184142112732,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,2.0,service interruptions,9/3/2024
Astro in Tanjung Bungah is running perfectly today Loving how smooth and fast the connection is,positive,0.9913479685783386,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,9/3/2024
Maxis great and fun,POSITIVE,0.9998892545700073,,,1,1,2.1,13.03,31.46,,,
Fun and happy,POSITIVE,0.9998818635940552,,,1,1,2.33,4.29,28.19,,,
"bad connection need to be better
",NEGATIVE,0.9996730089187622,,,1,1,2.35,2.94,31.94,,,
Great good and bad,POSITIVE,0.9998416900634766,,,1,1,147.8,114.38,39.52,,,2024-10-27 09:35:50.414437
Digi really bad extreme disaster,NEGATIVE,0.9997944235801697,,,1,1,191.65,111.12,57.37,,,2024-10-27 17:41:37.654125
"Umobile the best and the greatest of all
",POSITIVE,0.9997182488441467,,,1,1,165.68,63.68,44.6,,,2024-10-27 23:42:34.628756
Umobile and maxis is the best and greatest,POSITIVE,0.9998606443405151,,,1,1,33.6,36.46,35.87,,,2024-10-28 15:36:17.626469
Hi i want to complain about Digi,NEGATIVE,0.9751827716827393,,,1,1,110.0,144.06,66.83,,,2024-10-28 16:19:54.698956
"I want to complain about Celcom Digi, everytime I use LRT , no connection and E, what is happening with this company. ?????",NEGATIVE,0.9996770620346069,,,1,1,170.01,115.57,47.73,,,2024-10-28 15:55:50.194657
good,POSITIVE,0.9998161196708679,,,1,1,121.25,98.21,61.21,,,2024-10-29 00:08:07.981477
awesome maxis,POSITIVE,0.9998533725738525,,,1,1,171.59,130.95,44.4,,,2024-10-28 16:24:07.061936
"Can I complain about food here?
",NEGATIVE,0.9931288957595825,,,1,1,196.14,105.4,68.28,,,2024-10-28 16:28:13.583098
Internet is super duper slow ,NEGATIVE,0.9995347261428833,,,1,1,113.08,91.96,42.35,,,2024-10-29 00:54:53.330951
bad connection,NEGATIVE,0.9996947050094604,,,1,1,146.0,75.82,68.41,,,2024-10-29 00:58:45.879251
Great line here very good,POSITIVE,0.9998661279678345,,,1,1,0.0,0.0,27.72,,,2024-10-29 01:03:28.360685
Awesome line and connection good job TM,POSITIVE,0.9998512268066406,,,1,1,0.0,0.0,38.17,,,2024-10-29 01:04:52.018024
Very good time in condo,POSITIVE,0.9998780488967896,,,1,1,117.33,101.34,51.72,,,2024-10-29 10:21:19.575055
