row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
1300,"TIME connection in Kuala Lumpur is okay, just not as fast as usual. Might be a busy day?",Kuala Lumpur,Kuala Lumpur,TIME,Neutral,Speed & Coverage,32.34,13.2,22.78,24/1/2024,896,310,0.61
1301,"Unifi in Kuala Lumpur is okay, but I think the speeds are lower than what I normally get.",Kuala Lumpur,Kuala Lumpur,Unifi,Negative,Speed,14.38,13.32,15.78,21/2/2024,832,598,0.55
1302,"Unifi in Kuala Lumpur is okay, but I feel like the speeds are a bit inconsistent.",Kuala Lumpur,Kuala Lumpur,Unifi,Negative,Speed,34.2,13.32,21.01,18/1/2024,784,348,0.7
1303,Maxis in Kuala Lumpur is so slow today! I can't even load a single video without buffering.,Kuala Lumpur,Kuala Lumpur,Maxis,Negative,Speed,29.96,13.34,27.93,27/3/2024,1167,420,0.98
1304,Astro in Kuala Lumpur is so bad today. I can't even stay connected for more than 10 minutes.,Kuala Lumpur,Kuala Lumpur,Astro,Negative,Coverage,16.31,13.35,20.72,29/3/2024,1024,363,0.98
1305,TIME in Kuala Lumpur is the worst today. I can't even send an email!,Kuala Lumpur,Kuala Lumpur,TIME,Negative,Coverage,17.05,13.37,26.76,3/3/2024,593,417,0.98
1306,Astro in Kuala Lumpur has been really solid today. Loving the fast speeds!,Kuala Lumpur,Kuala Lumpur,Astro,Positive,Speed & Coverage,24.69,13.48,38.58,4/1/2024,601,299,0.99
1307,Unifi in Kuala Lumpur is surprisingly stable today. Loving the consistency!,Kuala Lumpur,Kuala Lumpur,Unifi,Positive,Coverage,17.98,13.35,33.37,14/3/2024,1159,624,0.99
1308,TIME in Kuala Lumpur is surprisingly fast today. Thanks for the boost!,Kuala Lumpur,Kuala Lumpur,TIME,Positive,Speed,19.47,13.25,26.05,1/2/2024,773,773,0.98
1309,"TIME in Kuala Lumpur is okay, but there's definitely some lag when I'm streaming videos. Hope it clears up soon.",Kuala Lumpur,Kuala Lumpur,TIME,Neutral,Speed,35.17,13.3,37.02,3/2/2024,669,625,0.91
1310,"TIME in Kuala Lumpur is steady, but the download speeds could be a little better. Probably just peak time.",Kuala Lumpur,Kuala Lumpur,TIME,Neutral,Speed & Coverage,34.59,13.43,38.4,23/2/2024,796,796,0.52
1311,"Astro in Kuala Lumpur is working alright, but the connection speed feels inconsistent.",Kuala Lumpur,Kuala Lumpur,Astro,Negative,Speed & Coverage,19.93,13.17,15.26,12/1/2024,884,629,0.71
1312,"Astro in Kuala Lumpur is alright, though the speed seems to drop when I'm streaming. Hopefully, it improves soon.",Kuala Lumpur,Kuala Lumpur,Astro,Neutral,Speed,15.21,13.3,28.16,2/1/2024,816,609,0.58
1313,"TIME in Kuala Lumpur is crawling. I can't get anything done, and it's driving me nuts!",Kuala Lumpur,Kuala Lumpur,TIME,Negative,Coverage,14.97,13.2,28.74,12/2/2024,680,680,0.98
1314,"Maxis in Kuala Lumpur is the worst. It's been so slow all week, I can't get anything done.",Kuala Lumpur,Kuala Lumpur,Maxis,Negative,Coverage,14.67,13.22,15.3,8/3/2024,1166,112,0.98
1315,Astro in Kuala Lumpur keeps cutting out every few minutes. This is beyond frustrating.,Kuala Lumpur,Kuala Lumpur,Astro,Negative,Coverage,17.14,13.44,37.28,14/1/2024,675,371,0.98
1316,"Maxis in Kuala Lumpur has been amazing today! Fast speeds and no interruptions, really enjoying the service.",Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Multiple category,30.27,13.25,31.51,11/1/2024,634,451,0.99
1317,"TIME in Kuala Lumpur is impressively fast. No drops or slowdowns, I'm genuinely impressed.",Kuala Lumpur,Kuala Lumpur,TIME,Positive,Speed & Coverage,16.74,13.4,24.41,22/1/2024,1000,201,0.99
1318,Astro in Kuala Lumpur is giving me fantastic speeds today. Streaming and browsing with no interruptions!,Kuala Lumpur,Kuala Lumpur,Astro,Positive,Speed & Coverage,22.23,13.29,32.53,15/2/2024,955,58,0.99
1319,Maxis in Kuala Lumpur is super smooth today. Haven't had this good of a connection in a while.,Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Coverage,16.16,13.33,17.38,18/1/2024,1167,139,0.99
1320,TIME in Kuala Lumpur is really solid today. Haven't had any issues with the speed or stability.,Kuala Lumpur,Kuala Lumpur,TIME,Positive,Speed,24.44,13.45,16.32,16/1/2024,622,482,0.97
1321,"Maxis in Kuala Lumpur is surprisingly fast today. Pages are loading in seconds, I'm really happy with the service.",Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Coverage,16.51,13.31,23.34,13/2/2024,622,129,0.99
1322,"TIME in Kuala Lumpur is impressively fast today. Everything's loading in seconds, really pleased!",Kuala Lumpur,Kuala Lumpur,TIME,Positive,Speed,28.66,13.38,34.15,31/1/2024,687,600,0.99
1323,"Astro, can someone check why the internet is so slow in Kuala Lumpur? It's been bad for days!",Kuala Lumpur,Kuala Lumpur,Astro,Negative,Speed,27.11,13.25,33.56,25/3/2024,730,265,0.97
1324,Internet for whole area in Kuala Lumpur is down. Unifi please check.,Kuala Lumpur,Kuala Lumpur,Unifi,Negative,Coverage,30.47,13.32,21.96,17/2/2024,722,656,0.8
1325,TIME internet in Tanjung Bungah seems a bit weaker today. Anyone else?,Kuala Lumpur,Kuala Lumpur,TIME,Negative,Coverage,14.86,13.37,20.59,3/1/2024,3911,128,0.94
1326,TIME in Kuala Lumpur is barely working today. Can someone please fix this?,Kuala Lumpur,Kuala Lumpur,TIME,Negative,Coverage & Customer Service,26.82,13.22,38.69,6/1/2024,1060,986,0.96
1327,TIME in Kuala Lumpur is performing well today. Speeds are much faster!,Kuala Lumpur,Kuala Lumpur,TIME,Positive,Speed & Coverage,25.06,13.2,13.45,28/2/2024,1006,840,0.98
1328,"Astro in Kuala Lumpur is alright, but it doesn't feel as quick as last week. Could be a peak hour thing?",Kuala Lumpur,Kuala Lumpur,Astro,Neutral,Speed,27.67,13.5,17.79,2/3/2024,754,754,0.86
1329,"Maxis in Kuala Lumpur is functional, though I've noticed some small dips in connection speed.",Kuala Lumpur,Kuala Lumpur,Maxis,Neutral,Speed & Coverage,33.92,13.47,22.01,10/1/2024,5919,734,0.91
1330,Astro in Kuala Lumpur is basically unusable today. What's going on?,Kuala Lumpur,Kuala Lumpur,Astro,Negative,Coverage,25.44,13.23,15.39,19/2/2024,1076,586,0.97
1331,"Unifi in Kuala Lumpur is super fast today. Great work, team!",Kuala Lumpur,Kuala Lumpur,Unifi,Positive,Speed,17.42,13.24,26.28,27/1/2024,4891,980,0.99
1332,Maxis in Kuala Lumpur has been rock solid all day. Thanks for keeping it stable!,Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Coverage,23.35,13.37,18.73,21/1/2024,1055,802,0.99
1333,"Maxis in Kuala Lumpur seems to be fine, but the connection feels a bit inconsistent today.",Kuala Lumpur,Kuala Lumpur,Maxis,Negative,Coverage,26.16,13.32,38.6,29/3/2024,2187,2132,0.89
1334,"TIME in Kuala Lumpur is fine, but I've noticed some minor interruptions. Hopefully it doesn't last long.",Kuala Lumpur,Kuala Lumpur,TIME,Neutral,Coverage,33.31,13.21,20.09,14/2/2024,1071,1071,0.72
1335,"Maxis in Kuala Lumpur is working fine, but the speed isn't as consistent as I'd like it to be.",Kuala Lumpur,Kuala Lumpur,Maxis,Neutral,Speed & Coverage,17.32,13.25,34.57,18/3/2024,3748,716,0.64
1336,Astro in Kuala Lumpur has been terrible all week. I'm seriously considering switching providers.,Kuala Lumpur,Kuala Lumpur,Astro,Negative,Customer Service,21.44,13.24,22.52,21/3/2024,865,508,0.98
1337,Unifi in Kuala Lumpur has been out for hours now. I'm losing patience with this.,Kuala Lumpur,Kuala Lumpur,Unifi,Negative,Coverage,20.48,13.24,23.69,24/2/2024,3481,453,0.98
1338,Unifi in Kuala Lumpur is practically unusable today. I'm seriously fed up.,Kuala Lumpur,Kuala Lumpur,Unifi,Negative,Coverage,19,13.36,25.54,10/1/2024,1043,591,0.98
1339,Astro in Kuala Lumpur has been really consistent. No interruptions and great speeds throughout the day.,Kuala Lumpur,Kuala Lumpur,Astro,Positive,Speed & Coverage,24.4,13.24,20.37,20/2/2024,1040,1003,0.98
1340,"Unifi in Kuala Lumpur is so fast today. Loving the smooth experience, no complaints at all.",Kuala Lumpur,Kuala Lumpur,Unifi,Positive,Speed,24.37,13.7,19.47,15/3/2024,2981,887,0.99
1341,"Maxis in Kuala Lumpur is really fast today. Everything's working great, no complaints at all.",Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Speed & Coverage,25.91,13.48,23.33,15/1/2024,1003,26,0.99
1342,Maxis in Kuala Lumpur is top-notch today. Haven't had a single issue with the connection.,Kuala Lumpur,Kuala Lumpur,Maxis,Positive,Coverage,30.01,13.49,14.91,24/1/2024,1135,129,0.98
1343,Astro in Kuala Lumpur is running perfectly today. Loving how smooth and fast the connection is.,Kuala Lumpur,Kuala Lumpur,Astro,Positive,Speed & Coverage,18.34,13.51,40.21,30/3/2024,1944,1930,0.99
1344,Really impressed with the speeds from TIME in Kuala Selangor. No complaints here.,Selangor,Kuala Selangor,TIME,Positive,Speed,23.29,6.52,50.2,18/3/2024,134,134,0.99
1345,"Honestly, TIME in Kuala Selangor doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Selangor,Kuala Selangor,TIME,Negative,Speed,19.7,5.44,22.89,20/2/2024,1100,140,0.98
1346,TIME in Kuala Selangor barely works during peak hours. Slow speeds are a big problem.,Selangor,Kuala Selangor,TIME,Negative,Speed,24.05,7.85,31.57,9/1/2024,320,202,0.97
1347,The internet speed from Maxis in Kuala Selangor is disappointing. Constantly lags.,Selangor,Kuala Selangor,Maxis,Negative,Speed,14.41,8.29,44.39,16/1/2024,354,161,0.98
1348,I find the speed from Maxis in Kuala Selangor to be adequate for general browsing.,Selangor,Kuala Selangor,Maxis,Positive,Speed,16.21,8.06,42.11,11/2/2024,29,27,0.77
1349,Maxis in Kuala Selangor charges premium rates but doesnâ€™t deliver a premium service.,Selangor,Kuala Selangor,Maxis,Negative,Price,16.02,10.37,51.58,11/1/2024,340,239,0.93
1350,The connection speed with Maxis in Kuala Selangor has been solid. Happy with it!,Selangor,Kuala Selangor,Maxis,Positive,Speed,18.57,6.15,24.26,27/3/2024,45,42,0.99
1351,"For what Iâ€™m paying, Maxis in Kuala Selangor should provide better service. The cost is just not right.",Selangor,Kuala Selangor,Maxis,Negative,Price,16.59,6.65,55.64,30/3/2024,35,32,0.9
1352,Unifi in Kuala Selangor is fairly priced for what they offer. Happy with it so far!,Selangor,Kuala Selangor,Unifi,Positive,Price,19.65,8.65,20.94,5/1/2024,180,160,0.98
1353,Connection speed with Unifi in Kuala Selangor has been inconsistent and frustrating.,Selangor,Kuala Selangor,Unifi,Negative,Speed,23.59,7.12,33.22,7/1/2024,1209,218,0.97
1354,"""Unifi's service is slow during the day; my kids find it hard to concentrate.""",Selangor,Kuala Selangor,Unifi,Negative,Speed,21.66,5.4,33.16,2/1/2024,519,519,0.98
1355,"""Unifi's internet connection fails at critical TIMEs; I can't rely on them for my lectures.""",Selangor,Kuala Selangor,TIME,Negative,Coverage,23.27,8.03,38.27,25/2/2024,341,231,0.98
1356,"""Unifi's slow service in Kuala Selangor disrupts our operations; we can't afford the downTIME.""",Selangor,Kuala Selangor,TIME,Negative,Coverage,21.67,10.19,20.85,13/2/2024,145,62,0.97
1357,"""Astro's customer service never responds; I feel ignored when I need help.""",Selangor,Kuala Selangor,Astro,Negative,Customer Service,20.19,8.04,12.61,21/1/2024,250,227,0.98
1358,"""Astro's customer service is unresponsive; we struggle to resolve internet issues.""",Selangor,Kuala Selangor,Astro,Negative,Customer Service,16.53,5.98,19.23,29/1/2024,146,135,0.98
1359,Astro in Kuala Selangor seems a little slow today. Anyone else noticing this?,Selangor,Kuala Selangor,Astro,Negative,Speed,17.86,11.09,45.16,29/3/2024,181,181,0.78
1360,"TIME in Kuala Selangor is so slow, it's like I'm back on dial-up!",Selangor,Kuala Selangor,TIME,Negative,Speed,20.24,9.03,31.47,7/2/2024,501,168,0.92
1361,TIME in Kuala Selangor is performing really well today. Speeds are great!,Selangor,Kuala Selangor,TIME,Positive,Speed & Coverage,22.77,10.7,42.56,28/3/2024,239,150,0.99
1362,Astro in Kuala Selangor seems to be working okay. A bit of lag here and there but not bad.,Selangor,Kuala Selangor,Astro,Positive,Coverage,14.1,10.35,32.36,26/2/2024,2891,913,0.95
1363,Speed with Unifi in Kuching is way below what I expected. Itâ€™s so slow at TIMEs.,Sarawak,Kuching,TIME,Negative,Speed,31.59,13.77,50.49,20/1/2024,348,256,0.96
1364,"For the cost, Unifi in Kuching is definitely worth it. Good value!",Sarawak,Kuching,Unifi,Positive,Price,19.18,11.03,49.83,11/3/2024,56,18,0.98
1365,Using Maxis in Kuching has been smooth. No issues with speed at all.,Sarawak,Kuching,Maxis,Positive,Speed,33.24,10.74,52.73,18/2/2024,2121,211,0.96
1366,"The pricing for Astro in Kuching is acceptable, though I wish it offered more features.",Sarawak,Kuching,Astro,Positive,Price,19.16,10.55,57.22,7/3/2024,2234,780,0.75
1367,The internet speed from Unifi in Kuching is disappointing. Constantly lags.,Sarawak,Kuching,Unifi,Negative,Speed,23.4,10.45,48.09,24/1/2024,394,358,0.98
1368,Not impressed with Unifi in Kuching. Itâ€™s just too costly for what Iâ€™m getting.,Sarawak,Kuching,Unifi,Negative,Price,22.55,9.47,51,14/3/2024,255,182,0.98
1369,Astro in Kuching is overcharging for mediocre service. Not impressed.,Sarawak,Kuching,Astro,Negative,Price,19.56,9.96,49.49,19/2/2024,1259,769,0.98
1370,I expected better speeds from Maxis in Kuching. Itâ€™s too slow for what I need.,Sarawak,Kuching,Maxis,Negative,Speed,18.82,10.32,50.92,2/1/2024,2314,1250,0.97
1371,Using TIME in Kuching has been smooth. No issues with speed at all.,Sarawak,Kuching,TIME,Positive,Speed,24.34,11.38,54.59,1/3/2024,496,342,0.94
1372,The charges from Maxis in Kuching are absurd. Definitely not worth this price.,Sarawak,Kuching,Maxis,Negative,Price,32.34,10.07,56.44,29/3/2024,256,249,0.97
1373,I expected better speeds from TIME in Kuching. Itâ€™s too slow for what I need.,Sarawak,Kuching,TIME,Negative,Speed,21.71,10.1,55.37,31/1/2024,3145,810,0.96
1374,"Maxis in Kuching provides a decent package, but Iâ€™m not blown away by the value.",Sarawak,Kuching,Maxis,Neutral,Price,27.81,10.67,55.34,7/1/2024,900,420,0.48
1375,The internet speed with TIME in Kuching is decent enough for basic tasks.,Sarawak,Kuching,TIME,Positive,Speed,25.54,12.67,49.59,11/1/2024,245,164,0.9
1376,Using Maxis in Kuching has been smooth. No issues with speed at all.,Sarawak,Kuching,Maxis,Positive,Speed,14.46,9.17,58.02,17/1/2024,511,210,0.96
1377,Using Maxis in Kuching has been smooth. No issues with speed at all.,Sarawak,Kuching,Maxis,Positive,Speed,30.88,12.98,50.66,15/3/2024,1509,236,0.96
1378,"""TIME has a good network; my kids can watch their educational videos without buffering.""",Sarawak,Kuching,TIME,Positive,Coverage,24.96,12.16,57.07,29/2/2024,1290,433,0.99
1379,"""Unifi's internet is often slow during peak hours; it hinders our workflow significantly.""",Sarawak,Kuching,Unifi,Negative,Coverage,30.56,10.1,52.03,20/2/2024,700,312,0.97
1380,"""Astro's connection in Kuching is frequently slow; it hinders our work efficiency.""",Sarawak,Kuching,Astro,Negative,Coverage,29.42,10.58,52.56,5/2/2024,412,289,0.96
1381,"""TIMEâ€™s service is commendable; I appreciate their quick responses.""",Sarawak,Kuching,TIME,Positive,Customer Service,15.43,10.23,54.63,30/3/2024,300,283,0.99
1382,"""TIME's customer support in Kuching is responsive; they assist with my issues quicKuala Lumpury.""",Sarawak,Kuching,TIME,Positive,Customer Service,23.2,8.88,54.22,12/3/2024,900,480,0.96
1383,"""The customer service from Astro in Kuching is lacking; I often struggle to get help.""",Sarawak,Kuching,Astro,Negative,Customer Service,23.56,10.38,57.1,7/3/2024,491,78,0.98
1384,TIME seems to be slower than normal today in Kuching. Anyone else facing the same?,Sarawak,Kuching,TIME,Negative,Speed,19.15,12.67,37.61,4/3/2024,1134,906,0.89
1385,"Overall, the cost for Maxis in Mersing is fair, but it could be more competitive.",Johor,Mersing,Maxis,Positive,Price,16.34,10.96,39.72,15/3/2024,40,21,0.51
1386,"I thought TIME in Mersing would be affordable, but the cost is just ridiculous for this quality.",Johor,Mersing,TIME,Negative,Price,27.24,11.25,27.55,24/1/2024,4,3,0.97
1387,Happy with the price from Maxis in Mersing. Itâ€™s affordable for what I need.,Johor,Mersing,Maxis,Positive,Price,16.74,9.27,29.52,18/1/2024,2,2,0.99
1388,Astro in Mersing has delivered on its speed promises. Good connection overall.,Johor,Mersing,Astro,Positive,Speed,22.69,10.51,39.13,18/3/2024,3,3,0.99
1389,Unifi in Mersing needs to improve their speeds. Connection is unstable too often.,Johor,Mersing,Unifi,Negative,Speed,22.52,12.3,35.39,12/1/2024,170,31,0.95
1390,"Tried TIME in Mersing hoping for good value, but the cost outweighs any benefit.",Johor,Mersing,TIME,Negative,Price,26.41,11.45,46.09,16/2/2024,174,29,0.95
1391,"The rates for Maxis in Mersing are affordable, and the service is good for the price.",Johor,Mersing,Maxis,Positive,Price,18.78,9.37,44.33,28/3/2024,190,136,0.99
1392,"Astro in Mersing has a reasonable price for their service, but itâ€™s nothing exceptional.",Johor,Mersing,Astro,Negative,Price,16.56,9.73,20.33,4/2/2024,68,68,0.86
1393,TIME in Mersing is painfully slow during certain TIMEs of the day. Not reliable.,Johor,Mersing,TIME,Negative,Speed,20.88,8.61,56.79,4/1/2024,176,15,0.98
1394,Iâ€™ve had no speed issues with Maxis in Mersing. Works like a charm.,Johor,Mersing,Maxis,Positive,Speed,24.39,10.85,23.77,2/1/2024,31,21,0.97
1395,"""Unifi's internet speed is often inconsistent; it slows down our operations.""",Johor,Mersing,Unifi,Negative,Speed,21.44,12.64,55.02,11/2/2024,19,14,0.97
1396,"""Maxis has excellent connectivity; my children are always able to attend their online classes.""",Johor,Mersing,Maxis,Positive,Coverage,26.1,12.42,36.94,7/3/2024,250,191,0.99
1397,"""Astro's internet is often slow; it impacts my ability to share content effectively.""",Johor,Mersing,Astro,Negative,Coverage,17.94,12.38,18.88,15/3/2024,145,85,0.92
1398,"""TIME's support team is fantastic; they are always willing to help.""",Johor,Mersing,TIME,Positive,Customer Service,22.35,11.25,31.01,2/3/2024,15,12,0.99
1399,"""Unifi's customer service is unhelpful; it makes resolving issues more difficult.""",Johor,Mersing,Unifi,Negative,Customer Service,18.94,9.56,48.76,9/1/2024,89,4,0.98
1400,"""Astro's service often disappoints in Mersing; itâ€™s hard to get help when I need it.""",Johor,Mersing,Astro,Negative,Customer Service,14.68,8.38,36.59,19/2/2024,185,45,0.98
1401,"""Astro in Mersing has been disappointing; I'm struggling to get help when my internet fails!""",Johor,Mersing,Astro,Negative,Customer Service,26.61,9.86,34.13,7/1/2024,4,4,0.98
1402,"""Astro's support in Mersing is disappointing; they never seem to fix my internet issues!""",Johor,Mersing,Astro,Negative,Customer Service,15.21,9.27,16.27,25/2/2024,58,58,0.98
1403,Is there any reason why TIME internet in Mersing is slightly slower today?,Johor,Mersing,TIME,Negative,Speed,17.99,8.44,34.49,29/1/2024,6,5,0.93
1404,TM Unifi seems to be fluctuating a bit in Mersing. Any maintenance going on?,Johor,Mersing,Unifi,Negative,Coverage,23.01,12.51,39.69,12/2/2024,66,50,0.66
1405,I expected better speeds from TIME in Muar. Itâ€™s too slow for what I need.,Johor,Muar,TIME,Negative,Speed,25.7,10.69,37.31,8/1/2024,435,123,0.96
1406,"TIME in Muar has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Johor,Muar,TIME,Negative,Price,21.26,11.16,56.08,17/2/2024,290,205,0.98
1407,The charges from Astro in Muar are absurd. Definitely not worth this price.,Johor,Muar,Astro,Negative,Price,23.4,10.79,26.26,4/3/2024,1200,311,0.97
1408,Unifi in Muar is just too pricey. They keep charging more but the service doesnâ€™t improve.,Johor,Muar,Unifi,Negative,Price,21.2,9.42,51.8,14/2/2024,386,242,0.98
1409,The internet speed with Maxis in Muar has been great. Works well for me.,Johor,Muar,Maxis,Positive,Speed,20.85,7.77,46.14,15/1/2024,300,246,0.99
1410,Maxis in Muar costs way too much for what you actually get. Not happy with it.,Johor,Muar,Maxis,Negative,Price,22.39,10.67,22.24,11/3/2024,140,122,0.98
1411,"For what Iâ€™m paying, Unifi in Muar should provide better service. The cost is just not right.",Johor,Muar,Unifi,Negative,Price,14.59,12.13,27.58,13/2/2024,190,129,0.92
1412,"Overall, the speed from TIME in Muar meets my requirements, though itâ€™s not remarkable.",Johor,Muar,TIME,Neutral,Speed,19.63,8.44,37.75,24/3/2024,311,116,0.7
1413,"Honestly, Astro in Muar is way overpriced. I could get better service elsewhere.",Johor,Muar,Astro,Negative,Price,21.54,12.62,46.7,7/2/2024,488,141,0.95
1414,"I thought Astro in Muar would be affordable, but the cost is just ridiculous for this quality.",Johor,Muar,Astro,Negative,Price,18.95,8.78,52.25,13/2/2024,361,180,0.96
1415,"I thought Maxis in Muar would be affordable, but the cost is just ridiculous for this quality.",Johor,Muar,Maxis,Negative,Price,19.63,10.21,56.38,17/2/2024,1300,1209,0.96
1416,The internet speed from Astro in Muar is disappointing. Constantly lags.,Johor,Muar,Astro,Negative,Speed,24.56,11.48,39.87,28/1/2024,400,228,0.98
1417,"""TIME's internet is reliable; my kids are able to complete their assignments without hassle.""",Johor,Muar,TIME,Positive,Coverage,24.98,7.6,50.72,19/1/2024,302,122,0.98
1418,"""Unifi's constant outages are unacceptable; it affects my kids' education.""",Johor,Muar,Unifi,Negative,Coverage,19.16,11.53,24.56,16/3/2024,285,114,0.98
1419,"""Unifi's inconsistent service affects our communication with clients; we can't afford the downTIME.""",Johor,Muar,TIME,Negative,Coverage,28.06,11.91,45.79,8/2/2024,1072,186,0.98
1420,"""Maxis is very dependable; my kidsâ€™ online lessons are seamless.""",Johor,Muar,Maxis,Positive,Customer Service,28.78,8.21,48.26,16/3/2024,483,252,0.99
1421,"""Astro's customer service in Muar is hard to reach; I couldn't get help when my internet went down before class.""",Johor,Muar,Astro,Negative,Customer Service,25.33,11.81,24.96,21/1/2024,300,262,0.97
1422,"""Astro's internet in Muar is a constant headache; I dread when my connection drops!""",Johor,Muar,Astro,Negative,Customer Service,15.06,10.26,51.03,29/1/2024,190,158,0.98
1423,TIME connection in Muar feels a bit weaker today. Is there some work happening on the network?,Johor,Muar,TIME,Negative,Coverage,15.35,5.47,25.59,27/2/2024,3107,692,0.92
1424,Unifi in Port Dickson has surprisingly good speeds. Satisfied so far!,Negeri Sembilan,Port Dickson,Unifi,Positive,Speed,28.04,11.52,39.19,12/2/2024,318,64,0.99
1425,"Fairly priced, Maxis in Port Dickson offers good service for what Iâ€™m paying.",Negeri Sembilan,Port Dickson,Maxis,Positive,Price,22.63,10.04,52.57,25/2/2024,39,15,0.97
1426,"For what Iâ€™m paying, TIME in Port Dickson should provide better service. The cost is just not right.",Negeri Sembilan,Port Dickson,TIME,Negative,Price,25.53,8.06,34.26,28/2/2024,248,70,0.93
1427,Paying for Unifi in Port Dickson feels like a waste. Way overpriced for the quality of service.,Negeri Sembilan,Port Dickson,Unifi,Negative,Price,34.3,11.93,39.71,6/3/2024,19,12,0.95
1428,Astro in Port Dickson is worth the cost. Iâ€™m satisfied with the value.,Negeri Sembilan,Port Dickson,Astro,Positive,Price,16.7,12.42,25.1,2/2/2024,348,22,0.9
1429,"Tried Unifi in Port Dickson hoping for good value, but the cost outweighs any benefit.",Negeri Sembilan,Port Dickson,Unifi,Negative,Price,22.18,10.86,40.28,21/2/2024,388,90,0.9
1430,"The pricing for Astro in Port Dickson is acceptable, though I wish it offered more features.",Negeri Sembilan,Port Dickson,Astro,Positive,Price,18.34,7.93,17.51,2/3/2024,900,354,0.7
1431,Speed with Maxis in Port Dickson is way below what I expected. Itâ€™s so slow at TIMEs.,Negeri Sembilan,Port Dickson,TIME,Negative,Speed,32.72,7.62,36.33,18/3/2024,221,191,0.97
1432,"Tried Maxis in Port Dickson hoping for good value, but the cost outweighs any benefit.",Negeri Sembilan,Port Dickson,Maxis,Negative,Price,24.41,12.73,36.86,1/3/2024,554,330,0.91
1433,"For what Iâ€™m paying, TIME in Port Dickson should provide better service. The cost is just not right.",Negeri Sembilan,Port Dickson,TIME,Negative,Price,17.41,8.04,32.92,21/1/2024,518,267,0.93
1434,Astro in Port Dickson has speed issues almost every day. Frustrating to deal with!,Negeri Sembilan,Port Dickson,Astro,Negative,Speed,17.73,9.94,18.69,19/3/2024,10,8,0.98
1435,"""Unifi's internet drops during business hours; it disrupts our operations.""",Negeri Sembilan,Port Dickson,Unifi,Negative,Coverage,21.11,7.66,49.54,29/3/2024,30,21,0.97
1436,"""Astro's internet quality fluctuates too often; it disrupts our daily business operations.""",Negeri Sembilan,Port Dickson,Astro,Negative,Coverage,33.01,8.37,49.21,6/2/2024,190,126,0.96
1437,"""TIME's connection is reliable and fast; it allows us to conduct online training without interruptions.""",Negeri Sembilan,Port Dickson,TIME,Positive,Coverage,33.43,8.04,40.1,30/1/2024,20,15,0.97
1438,"""Astro's service in Port Dickson can be very frustrating; I often experience long wait TIMEs for assistance.""",Negeri Sembilan,Port Dickson,Astro,Negative,Customer Service,17.96,10.83,33.86,23/1/2024,90,76,0.98
1439,"""Astro's slow service in Port Dickson affects my ability to connect during important classes.""",Negeri Sembilan,Port Dickson,Astro,Negative,Customer Service,28.5,10.12,24.99,18/2/2024,39,33,0.95
1440,Has anyone noticed TM Unifi being slower in Port Dickson? Connection seems a bit weaker than normal.,Negeri Sembilan,Port Dickson,Unifi,Negative,Coverage,35.93,11.92,21.33,3/3/2024,319,150,0.8
1441,"The rates for Maxis in Putrajaya are affordable, and the service is good for the price.",Putrajaya,Putrajaya,Maxis,Positive,Price,21.94,12.04,41.21,13/1/2024,57,20,0.98
1442,Speed with Maxis in Putrajaya is way below what I expected. Itâ€™s so slow at TIMEs.,Putrajaya,Putrajaya,TIME,Negative,Speed,27.04,10.91,41.72,7/3/2024,12,10,0.97
1443,The cost for Maxis in Putrajaya is just too high for what theyâ€™re delivering.,Putrajaya,Putrajaya,Maxis,Negative,Price,18.23,9.65,12.86,27/2/2024,390,180,0.95
1444,Happy with the price from Unifi in Putrajaya. Itâ€™s affordable for what I need.,Putrajaya,Putrajaya,Unifi,Positive,Price,15.83,12.28,25.65,22/3/2024,83,63,0.99
1445,Astro in Putrajaya needs to improve their speeds. Connection is unstable too often.,Putrajaya,Putrajaya,Astro,Negative,Speed,28.58,10.42,16.93,25/3/2024,290,204,0.93
1446,Iâ€™ve had a reliable experience with the speed of Astro in Putrajaya; it gets the job done.,Putrajaya,Putrajaya,Astro,Positive,Speed,30.15,9.19,37.39,31/1/2024,111,76,0.98
1447,"Unifi in Putrajaya has a reasonable price for their service, but itâ€™s nothing exceptional.",Putrajaya,Putrajaya,Unifi,Negative,Price,29.59,11.2,40.2,21/2/2024,69,64,0.86
1448,The charges from TIME in Putrajaya are absurd. Definitely not worth this price.,Putrajaya,Putrajaya,TIME,Negative,Price,28.78,8.92,38.93,21/2/2024,200,163,0.97
1449,"Unifi in Putrajaya seemed affordable at first, but now itâ€™s too pricey for what little I get.",Putrajaya,Putrajaya,Unifi,Negative,Price,27.47,11.25,31.67,21/1/2024,190,160,0.92
1450,Unifi in Putrajaya barely works during peak hours. Slow speeds are a big problem.,Putrajaya,Putrajaya,Unifi,Negative,Speed,14.6,9.25,22.22,16/2/2024,89,11,0.97
1451,The cost for Astro in Putrajaya is just too high for what theyâ€™re delivering.,Putrajaya,Putrajaya,Astro,Negative,Price,24.35,11.17,15.89,6/3/2024,104,12,0.94
